Country,ResellerID,Trans12Mo,Units12Mo
South Region LATAM,14604534,1,1
South Region LATAM,16717319,1,1
South Region LATAM,15285305,1,1
South Region LATAM,13677631,1,1
South Region LATAM,16821259,2,1
South Region LATAM,13901182,1,1
South Region LATAM,15731567,1,1
South Region LATAM,9518717,1,1
South Region LATAM,515709,1,1
South Region LATAM,838513,1,1
South Region LATAM,10747982,1,1
South Region LATAM,12787269,1,1
South Region LATAM,61546652,1,1
South Region LATAM,62994785,1,1
South Region LATAM,59430908,1,1
South Region LATAM,58508618,1,1
South Region LATAM,63145050,3,1
South Region LATAM,60566750,1,1
South Region LATAM,60139868,1,1
South Region LATAM,62079121,1,1
South Region LATAM,59531048,1,1
South Region LATAM,62079130,1,1
South Region LATAM,58365077,1,1
South Region LATAM,58042106,1,1
South Region LATAM,60061875,1,1
South Region LATAM,60705725,1,1
South Region LATAM,63591912,1,1
South Region LATAM,58244189,1,1
South Region LATAM,58771649,1,1
South Region LATAM,62086106,1,1
South Region LATAM,64685628,1,1
South Region LATAM,59032248,1,1
South Region LATAM,61863646,1,1
South Region LATAM,59120690,1,1
South Region LATAM,60033507,1,1
South Region LATAM,60883023,1,1
South Region LATAM,61377558,1,1
South Region LATAM,58364454,1,1
South Region LATAM,58042111,1,1
South Region LATAM,59144416,1,1
South Region LATAM,60139857,1,1
South Region LATAM,62187976,1,1
South Region LATAM,63572393,1,1
South Region LATAM,59677201,1,1
South Region LATAM,59333208,1,1
South Region LATAM,58365509,1,1
South Region LATAM,58367341,1,1
South Region LATAM,62218175,1,1
South Region LATAM,64048624,1,1
South Region LATAM,60969381,1,1
South Region LATAM,64048650,1,1
South Region LATAM,62218228,1,1
South Region LATAM,64817702,1,1
South Region LATAM,59682975,1,1
South Region LATAM,65033433,1,1
South Region LATAM,62218233,1,1
South Region LATAM,61863650,1,1
South Region LATAM,58587434,1,1
South Region LATAM,60562378,1,1
South Region LATAM,61037073,1,1
South Region LATAM,60033508,1,1
South Region LATAM,61037076,1,1
South Region LATAM,63145036,1,1
South Region LATAM,61037082,1,1
South Region LATAM,58365848,1,1
South Region LATAM,61038074,1,1
South Region LATAM,59280317,1,1
South Region LATAM,57922929,1,1
South Region LATAM,59280319,1,1
South Region LATAM,62514678,1,1
South Region LATAM,63565292,1,1
South Region LATAM,58365071,1,1
South Region LATAM,58771604,1,1
South Region LATAM,62661076,1,1
South Region LATAM,61546662,1,1
South Region LATAM,58587447,1,1
South Region LATAM,61546663,1,1
South Region LATAM,61216080,1,1
South Region LATAM,61546693,1,1
South Region LATAM,62820606,1,1
South Region LATAM,63882290,1,1
South Region LATAM,62820920,1,1
South Region LATAM,61546709,1,1
South Region LATAM,62821000,1,1
South Region LATAM,58508604,1,1
South Region LATAM,62821083,1,1
South Region LATAM,64048584,1,1
South Region LATAM,62821084,1,1
South Region LATAM,61697208,1,1
South Region LATAM,62821089,1,1
South Region LATAM,64048648,1,1
South Region LATAM,62821091,1,1
South Region LATAM,61697283,1,1
South Region LATAM,58365511,1,1
South Region LATAM,58508615,1,1
South Region LATAM,60033179,1,1
South Region LATAM,60420432,1,1
South Region LATAM,62821102,1,1
South Region LATAM,61862961,1,1
South Region LATAM,62821103,1,1
South Region LATAM,65033436,1,1
South Region LATAM,62821107,1,1
South Region LATAM,65248960,1,1
South Region LATAM,58657961,1,1
South Region LATAM,58508617,1,1
South Region LATAM,60033181,1,1
South Region LATAM,62994789,1,1
South Region LATAM,54819368,1,1
South Region LATAM,57578894,1,1
South Region LATAM,56539226,1,1
South Region LATAM,56539686,1,1
South Region LATAM,55498243,1,1
South Region LATAM,56539702,1,1
South Region LATAM,56155397,1,1
South Region LATAM,56668089,1,1
South Region LATAM,56205393,1,1
South Region LATAM,55753694,1,1
South Region LATAM,53566856,1,1
South Region LATAM,53880560,1,1
South Region LATAM,55495936,1,1
South Region LATAM,54136180,1,1
South Region LATAM,57381019,1,1
South Region LATAM,56816520,1,1
South Region LATAM,53449383,1,1
South Region LATAM,56203869,1,1
South Region LATAM,54924386,1,1
South Region LATAM,56208428,1,1
South Region LATAM,57771773,1,1
South Region LATAM,55896207,1,1
South Region LATAM,55896208,1,1
South Region LATAM,55974457,1,1
South Region LATAM,56917769,1,1
South Region LATAM,54083788,1,1
South Region LATAM,56965881,1,1
South Region LATAM,56029189,1,1
South Region LATAM,57434987,1,1
South Region LATAM,57513830,1,1
South Region LATAM,53450624,1,1
South Region LATAM,57109091,1,1
South Region LATAM,57611524,1,1
South Region LATAM,57109093,1,1
South Region LATAM,57109096,1,1
South Region LATAM,56205469,1,1
South Region LATAM,57922927,1,1
South Region LATAM,55218497,1,1
South Region LATAM,56374145,1,1
South Region LATAM,55384448,1,1
South Region LATAM,57772009,1,1
South Region LATAM,55493638,1,1
South Region LATAM,57278814,1,1
South Region LATAM,57807948,1,1
South Region LATAM,55974448,1,1
South Region LATAM,57922916,1,1
South Region LATAM,57362993,1,1
South Region LATAM,54918794,1,1
South Region LATAM,51402463,1,1
South Region LATAM,47805550,1,1
South Region LATAM,50959955,1,1
South Region LATAM,50871286,1,1
South Region LATAM,51385376,1,1
South Region LATAM,52359088,1,1
South Region LATAM,50959966,1,1
South Region LATAM,49069158,1,1
South Region LATAM,47208446,1,1
South Region LATAM,48384939,1,1
South Region LATAM,49935160,1,1
South Region LATAM,52745472,1,1
South Region LATAM,49463021,1,1
South Region LATAM,52806277,1,1
South Region LATAM,49153297,1,1
South Region LATAM,50574991,1,1
South Region LATAM,49338197,1,1
South Region LATAM,50575045,1,1
South Region LATAM,50054584,1,1
South Region LATAM,51153202,1,1
South Region LATAM,50172591,1,1
South Region LATAM,47623182,1,1
South Region LATAM,51634791,1,1
South Region LATAM,45850798,1,1
South Region LATAM,46898169,1,1
South Region LATAM,45815657,1,1
South Region LATAM,38848290,1,1
South Region LATAM,40764314,1,1
South Region LATAM,42314887,1,1
South Region LATAM,44249668,1,1
South Region LATAM,38932162,1,1
South Region LATAM,45815670,1,1
South Region LATAM,38514058,1,1
South Region LATAM,45145122,1,1
South Region LATAM,40309782,1,1
South Region LATAM,38522978,1,1
South Region LATAM,43412360,1,1
South Region LATAM,39967792,1,1
South Region LATAM,39967799,1,1
South Region LATAM,44387630,1,1
South Region LATAM,37188569,1,1
South Region LATAM,44400520,1,1
South Region LATAM,45815682,1,1
South Region LATAM,45968540,1,1
South Region LATAM,45361601,1,1
South Region LATAM,37300063,1,1
South Region LATAM,43295220,1,1
South Region LATAM,43913221,1,1
South Region LATAM,37123947,1,1
South Region LATAM,38517950,1,1
South Region LATAM,44019247,1,1
South Region LATAM,45475381,1,1
South Region LATAM,39545018,1,1
South Region LATAM,38245906,1,1
South Region LATAM,42438087,1,1
South Region LATAM,33868327,1,1
South Region LATAM,29311558,1,1
South Region LATAM,35202768,1,1
South Region LATAM,35076580,1,1
South Region LATAM,25983567,1,1
South Region LATAM,37038205,1,1
South Region LATAM,36186078,1,1
South Region LATAM,36362747,1,1
South Region LATAM,32075460,1,1
South Region LATAM,26171844,1,1
South Region LATAM,35445805,1,1
South Region LATAM,28885760,1,1
South Region LATAM,24696895,1,1
South Region LATAM,31123020,1,1
South Region LATAM,34437618,1,1
South Region LATAM,35487972,1,1
South Region LATAM,26171847,1,1
South Region LATAM,37043754,1,1
South Region LATAM,32365437,1,1
South Region LATAM,32260899,1,1
South Region LATAM,25869336,1,1
South Region LATAM,32271715,1,1
South Region LATAM,33165830,1,1
South Region LATAM,25964389,1,1
South Region LATAM,34693913,1,1
South Region LATAM,33328426,1,1
South Region LATAM,35770374,1,1
South Region LATAM,33741609,1,1
South Region LATAM,35877174,1,1
South Region LATAM,36541727,1,1
South Region LATAM,36555212,1,1
South Region LATAM,36001223,1,1
South Region LATAM,29890909,1,1
South Region LATAM,30998388,1,1
South Region LATAM,36012630,1,1
South Region LATAM,36809823,1,1
South Region LATAM,33646848,1,1
South Region LATAM,25346108,1,1
South Region LATAM,34387849,1,1
South Region LATAM,36022659,1,1
South Region LATAM,37051136,1,1
South Region LATAM,34211288,1,1
South Region LATAM,32189368,1,1
South Region LATAM,25777716,1,1
South Region LATAM,34224554,1,1
South Region LATAM,25451494,1,1
South Region LATAM,25312339,1,1
South Region LATAM,24089982,1,1
South Region LATAM,24284083,1,1
South Region LATAM,17183419,1,1
South Region LATAM,20343049,1,1
South Region LATAM,18956492,1,1
South Region LATAM,18037886,1,1
South Region LATAM,19223300,1,1
South Region LATAM,18963716,1,1
South Region LATAM,18068519,1,1
South Region LATAM,17948052,1,1
South Region LATAM,21821283,1,1
South Region LATAM,17341560,1,1
South Region LATAM,18015514,1,1
South Region LATAM,23446960,1,1
South Region LATAM,17254054,1,1
South Region LATAM,23583852,1,1
South Region LATAM,22114457,1,1
South Region LATAM,20307978,1,1
South Region LATAM,17679632,1,1
South Region LATAM,17431437,1,1
South Region LATAM,18804615,1,1
South Region LATAM,17161077,1,1
South Region LATAM,17383683,1,1
South Region LATAM,24107958,1,1
South Region LATAM,17441053,1,1
South Region LATAM,17061200,1,1
South Region LATAM,19524656,1,1
South Region LATAM,18807559,1,1
South Region LATAM,19100594,1,1
South Region LATAM,18682149,1,1
South Region LATAM,17273121,1,1
South Region LATAM,18501455,1,1
South Region LATAM,18018918,1,1
South Region LATAM,19597795,1,1
South Region LATAM,19168314,1,1
South Region LATAM,17741458,1,1
South Region LATAM,13184413,1,1
South Region LATAM,16058437,1,1
South Region LATAM,13894240,1,1
South Region LATAM,13507581,1,1
South Region LATAM,16033288,1,1
South Region LATAM,16903488,1,1
South Region LATAM,13241029,1,1
South Region LATAM,13507582,1,1
South Region LATAM,16669999,1,1
South Region LATAM,14899127,1,1
South Region LATAM,14177444,1,1
South Region LATAM,16013651,1,1
South Region LATAM,16842217,1,1
South Region LATAM,16403459,1,1
South Region LATAM,13241031,1,1
South Region LATAM,16903516,1,1
South Region LATAM,16134542,1,1
South Region LATAM,13178839,1,1
South Region LATAM,16647540,1,1
South Region LATAM,16664561,1,1
South Region LATAM,13617602,1,1
South Region LATAM,13456138,1,1
South Region LATAM,16502584,1,1
South Region LATAM,13175692,1,1
South Region LATAM,14095082,1,1
South Region LATAM,13691229,1,1
South Region LATAM,16540176,1,1
South Region LATAM,16861131,1,1
South Region LATAM,13608174,1,1
South Region LATAM,13354542,1,1
South Region LATAM,16111470,1,1
South Region LATAM,16935709,1,1
South Region LATAM,13425508,1,1
South Region LATAM,13507545,1,1
South Region LATAM,16561808,1,1
South Region LATAM,15171488,1,1
South Region LATAM,13175600,1,1
South Region LATAM,8505265,1,1
South Region LATAM,4580962,1,1
South Region LATAM,11178548,1,1
South Region LATAM,11614309,1,1
South Region LATAM,3816612,1,1
South Region LATAM,1934125,1,1
South Region LATAM,6273321,1,1
South Region LATAM,7078793,1,1
South Region LATAM,5076592,1,1
South Region LATAM,11699324,1,1
South Region LATAM,2997835,1,1
South Region LATAM,3400152,1,1
South Region LATAM,5623056,1,1
South Region LATAM,12550310,1,1
South Region LATAM,10577543,1,1
South Region LATAM,4770064,1,1
South Region LATAM,2676092,1,1
South Region LATAM,11889941,1,1
South Region LATAM,12960487,1,1
South Region LATAM,12068669,1,1
South Region LATAM,9717206,1,1
South Region LATAM,13062321,1,1
South Region LATAM,6572682,1,1
South Region LATAM,2244031,1,1
South Region LATAM,11791352,1,1
Argentina,51423884,1,2
Argentina,7122649,1,2
Argentina,51293904,1,2
Argentina,19342580,1,2
Argentina,52858661,1,2
Argentina,54628123,1,2
Argentina,39832607,1,2
Argentina,379800,2,2
Argentina,379800,1,2
Argentina,1374067,1,2
Argentina,4828251,2,2
Argentina,38353614,1,2
Argentina,54135610,2,2
Argentina,37418325,1,2
Argentina,23395241,1,2
Argentina,52654210,1,2
Argentina,379710,1,2
Argentina,15030458,1,2
Argentina,11302121,2,2
Argentina,28969980,1,2
Argentina,53448937,1,2
Argentina,43007227,2,2
Argentina,64004414,1,2
Argentina,51636229,1,2
Argentina,62467389,3,2
Argentina,57520507,1,2
Argentina,61525866,1,2
Argentina,60558309,1,2
Argentina,53089382,2,2
Argentina,59187393,1,2
Argentina,57610492,1,2
Argentina,60566990,1,2
Argentina,54350048,1,2
Argentina,45462292,1,2
Argentina,65247241,1,2
Argentina,60704991,1,2
Argentina,61378533,1,2
Argentina,56374783,1,2
Argentina,61548135,1,2
Argentina,61696522,1,2
Argentina,42470108,2,2
Argentina,58868251,1,2
Argentina,53776850,3,2
Argentina,60978448,1,2
Argentina,59566201,1,2
Argentina,58223687,1,2
Argentina,64004413,2,2
Argentina,61035777,2,2
Argentina,55704562,1,2
Argentina,59683585,1,2
Argentina,61088322,1,2
Argentina,56624371,1,2
Argentina,18274810,1,2
Argentina,530595,2,2
Argentina,30353402,2,2
Argentina,9530743,1,2
Argentina,30464108,1,2
Argentina,116504,1,2
Argentina,15033719,1,2
Argentina,20952293,1,2
Argentina,16716799,1,2
Argentina,21368967,1,2
Argentina,18274823,2,2
Argentina,13840292,1,2
Argentina,1408495,1,2
Argentina,32772833,2,2
Argentina,13069615,1,2
Argentina,297872,1,2
Argentina,15779603,1,2
Argentina,19227247,2,2
Argentina,430889,2,2
Argentina,34347197,1,2
Argentina,16781633,1,2
Argentina,411247,2,2
Argentina,14322208,1,2
Argentina,13870606,1,2
Brazil,56204789,1,2
Brazil,49591228,2,2
Brazil,13672057,1,2
Brazil,46878324,1,2
Brazil,49079136,1,2
Brazil,47621918,2,2
Brazil,2279975,2,2
Brazil,17844934,2,2
Brazil,10112780,2,2
Brazil,18929839,2,2
Brazil,23933359,1,2
Brazil,2636479,1,2
Brazil,13885006,2,2
Brazil,53203527,2,2
Brazil,9782366,1,2
Brazil,31817279,1,2
Brazil,5407796,1,2
Brazil,61527507,1,2
Brazil,45361402,2,2
Brazil,163219,2,2
Brazil,7896721,1,2
Brazil,7807232,1,2
Brazil,42974984,1,2
Brazil,32776970,2,2
Brazil,9762680,1,2
Brazil,55381449,1,2
Brazil,44733598,2,2
Brazil,36628132,1,2
Brazil,11722062,1,2
Brazil,12803893,2,2
Brazil,42981630,1,2
Brazil,36431384,1,2
Brazil,14194606,2,2
Brazil,55218069,1,2
Brazil,55054370,1,2
Brazil,54086648,1,2
Brazil,44513335,2,2
Brazil,39538054,2,2
Brazil,39824987,1,2
Brazil,61208075,1,2
Brazil,56676178,1,2
Brazil,52485322,2,2
Brazil,47208414,1,2
Brazil,49462965,1,2
Brazil,45462354,1,2
Brazil,30666144,2,2
Brazil,16210346,1,2
Brazil,10721417,2,2
Brazil,53969586,2,2
Brazil,50332987,1,2
Brazil,45862610,2,2
Brazil,34224299,2,2
Brazil,37454536,2,2
Brazil,26423011,1,2
Brazil,54810871,1,2
Brazil,52465507,2,2
Brazil,42468275,2,2
Brazil,44921654,1,2
Brazil,43295149,1,2
Brazil,34773094,1,2
Brazil,17233153,2,2
Brazil,55390034,1,2
Brazil,55093617,2,2
Brazil,54238013,1,2
Brazil,53202934,1,2
Brazil,35226304,1,2
Brazil,36451450,2,2
Brazil,11487217,2,2
Brazil,11104728,2,2
Brazil,14738543,1,2
Brazil,16293892,1,2
Brazil,16509540,1,2
Brazil,10131729,1,2
Brazil,4186049,2,2
Brazil,9906988,2,2
Brazil,273509,1,2
Brazil,56371374,2,2
Brazil,53338615,2,2
Brazil,53338620,2,2
Brazil,53245283,2,2
Brazil,53969519,2,2
Brazil,52376684,2,2
Brazil,44788833,2,2
Brazil,45462415,1,2
Brazil,43911340,1,2
Brazil,36707339,1,2
Brazil,34211181,1,2
Brazil,37188680,2,2
Brazil,17710115,2,2
Brazil,19571304,2,2
Brazil,30563344,2,2
Brazil,16443235,1,2
Brazil,11513031,2,2
Brazil,11785361,2,2
Brazil,11736850,2,2
Brazil,14321431,1,2
Brazil,11443576,1,2
Brazil,3663934,2,2
Brazil,1667530,1,2
Brazil,9705284,2,2
Brazil,61862869,1,2
Brazil,61547025,2,2
Brazil,62393360,1,2
Brazil,62081174,1,2
Brazil,62393370,1,2
Brazil,63565096,1,2
Brazil,63141769,1,2
Brazil,63565099,1,2
Brazil,63141774,1,2
Brazil,62985101,1,2
Brazil,64767454,1,2
Brazil,63565108,2,2
Brazil,63541257,1,2
Brazil,61378390,2,2
Brazil,63565086,1,2
Brazil,62205207,1,2
Brazil,62078285,1,2
Brazil,63565117,1,2
Brazil,62393362,1,2
Brazil,61547017,2,2
Brazil,63141778,1,2
Brazil,62205212,1,2
Brazil,62393367,1,2
Brazil,63565493,1,2
Brazil,61543417,2,2
Brazil,61543419,1,2
Brazil,62393372,1,2
Brazil,61862875,1,2
Brazil,65033363,1,2
Brazil,61862948,1,2
Brazil,61688000,1,2
Brazil,62395972,1,2
Brazil,63141765,1,2
Brazil,61379279,1,2
Brazil,64723210,1,2
Brazil,62205264,3,2
Brazil,64723254,1,2
Brazil,61862950,2,2
Brazil,64767421,1,2
Brazil,63872285,2,2
Brazil,61862066,2,2
Brazil,61543416,1,2
Brazil,62820910,1,2
Brazil,61547026,1,2
Brazil,63141779,1,2
Brazil,62985121,1,2
Brazil,63142911,1,2
Brazil,61547016,1,2
Brazil,63142914,1,2
Brazil,64004323,1,2
Brazil,63380194,1,2
Brazil,62985230,1,2
Brazil,64817659,1,2
Brazil,61546681,1,2
Brazil,61530689,1,2
Brazil,61543421,1,2
Brazil,62393375,2,2
Brazil,63025737,1,2
Brazil,61364287,1,2
Brazil,64048603,1,2
Brazil,63025738,2,2
Brazil,65247228,1,2
Brazil,64048615,1,2
Brazil,65247232,1,2
Brazil,62820908,2,2
Brazil,64050053,1,2
Brazil,62205214,1,2
Brazil,62393402,1,2
Brazil,61688003,1,2
Brazil,61547018,1,2
Brazil,62985105,1,2
Brazil,59155797,1,2
Brazil,61037094,1,2
Brazil,60414051,1,2
Brazil,60420553,1,2
Brazil,59681168,1,2
Brazil,60017327,1,2
Brazil,59565979,1,2
Brazil,60017328,1,2
Brazil,59683539,1,2
Brazil,60558411,2,2
Brazil,59566001,2,2
Brazil,60558437,2,2
Brazil,60204212,2,2
Brazil,59155786,1,2
Brazil,60834413,1,2
Brazil,60558440,1,2
Brazil,60389671,2,2
Brazil,59407194,1,2
Brazil,59898561,1,2
Brazil,60017347,3,2
Brazil,60420503,1,2
Brazil,61213479,1,2
Brazil,61208077,1,2
Brazil,61363764,1,2
Brazil,61213466,1,2
Brazil,60566936,1,2
Brazil,59273295,2,2
Brazil,59280243,1,2
Brazil,60834407,2,2
Brazil,59151933,1,2
Brazil,59859201,1,2
Brazil,60041555,1,2
Brazil,59151847,1,2
Brazil,60705014,1,2
Brazil,59155804,1,2
Brazil,60705016,1,2
Brazil,60390035,1,2
Brazil,59280247,2,2
Brazil,58997294,2,2
Brazil,60705019,1,2
Brazil,59144424,2,2
Brazil,60705147,1,2
Brazil,61034656,1,2
Brazil,59151934,1,2
Brazil,59273293,1,2
Brazil,58997287,1,2
Brazil,60420522,2,2
Brazil,60705636,1,2
Brazil,61208103,2,2
Brazil,60705645,1,2
Brazil,61213460,1,2
Brazil,60705647,1,2
Brazil,60420523,2,2
Brazil,59566266,1,2
Brazil,60420527,1,2
Brazil,59151935,1,2
Brazil,59155794,1,2
Brazil,60566739,1,2
Brazil,58091157,1,2
Brazil,57610896,1,2
Brazil,57610875,1,2
Brazil,58364468,1,2
Brazil,57435073,2,2
Brazil,57109021,1,2
Brazil,58091160,2,2
Brazil,57246395,1,2
Brazil,57611115,1,2
Brazil,58238205,1,2
Brazil,56992753,1,2
Brazil,57108705,1,2
Brazil,58091156,1,2
Brazil,57611106,1,2
Brazil,57363088,2,2
Brazil,57807832,1,2
Brazil,58642658,1,2
Brazil,58365037,1,2
Brazil,57435211,1,2
Brazil,57611109,1,2
Brazil,56965897,1,2
Brazil,56962208,1,2
Brazil,58238203,1,2
Brazil,57502586,2,2
Brazil,57519766,1,2
Brazil,58235385,1,2
Brazil,58091155,1,2
Brazil,56965904,2,2
Brazil,58604458,2,2
Brazil,58365048,1,2
Brazil,57363085,1,2
Brazil,57363043,1,2
Brazil,58604475,1,2
Brazil,57963336,2,2
Brazil,57363095,1,2
Brazil,58235386,2,2
Brazil,58091162,1,2
Brazil,57963337,1,2
Brazil,57611112,1,2
Brazil,57109017,2,2
Brazil,57513808,2,2
Brazil,56965920,2,2
Brazil,58238230,1,2
Brazil,57363116,1,2
Brazil,57109070,1,2
Brazil,58102630,1,2
Brazil,57429231,1,2
Brazil,57611128,1,2
Brazil,57771075,1,2
Brazil,56019311,2,2
Brazil,55939911,2,2
Brazil,56816831,1,2
Brazil,56600312,2,2
Brazil,56676162,1,2
Brazil,55475469,2,2
Brazil,56203856,1,2
Brazil,56530741,1,2
Brazil,55162173,1,2
Brazil,55381460,1,2
Brazil,56372845,2,2
Brazil,56211066,1,2
Brazil,56371740,1,2
Brazil,56816570,1,2
Brazil,56203864,1,2
Brazil,56816833,2,2
Brazil,56551309,1,2
Brazil,56599500,1,2
Brazil,56551310,1,2
Brazil,56599517,1,2
Brazil,55218439,1,2
Brazil,56599446,1,2
Brazil,56676066,1,2
Brazil,56599449,1,2
Brazil,56372844,1,2
Brazil,56599450,1,2
Brazil,56676077,1,2
Brazil,56676180,2,2
Brazil,56702484,1,2
Brazil,55731565,1,2
Brazil,56372847,2,2
Brazil,55731566,1,2
Brazil,55939922,1,2
Brazil,55731567,1,2
Brazil,55495645,1,2
Brazil,56599477,1,2
Brazil,56816571,1,2
Brazil,56530735,1,2
Brazil,56599481,1,2
Brazil,55731574,1,2
Brazil,56371976,2,2
Brazil,54310596,1,2
Brazil,54381053,2,2
Brazil,53248660,2,2
Brazil,53249542,1,2
Brazil,53850497,1,2
Brazil,54310568,1,2
Brazil,53969520,1,2
Brazil,54378909,2,2
Brazil,54381984,2,2
Brazil,52002403,1,2
Brazil,51261102,2,2
Brazil,51399821,1,2
Brazil,49918581,1,2
Brazil,50933946,2,2
Brazil,48745810,2,2
Brazil,51200248,1,2
Brazil,46471084,2,2
Brazil,50876119,2,2
Brazil,47793770,1,2
Brazil,50933968,1,2
Brazil,50454674,1,2
Brazil,49084991,1,2
Brazil,46719896,2,2
Brazil,46781505,1,2
Brazil,46125529,1,2
Brazil,49692726,1,2
Brazil,50838958,1,2
Brazil,50466218,2,2
Brazil,50874237,2,2
Brazil,50466942,1,2
Brazil,46478325,1,2
Brazil,49340998,2,2
Brazil,49784515,1,2
Brazil,49132876,1,2
Brazil,47455221,2,2
Brazil,49591229,1,2
Brazil,49462799,1,2
Brazil,49793295,2,2
Brazil,45599605,1,2
Brazil,44249626,2,2
Brazil,42862632,1,2
Brazil,41914907,1,2
Brazil,43295153,1,2
Brazil,40086697,2,2
Brazil,43923103,1,2
Brazil,45715364,2,2
Brazil,41915096,1,2
Brazil,42150257,1,2
Brazil,39162538,1,2
Brazil,42870177,2,2
Brazil,43478109,1,2
Brazil,45591216,1,2
Brazil,44153351,1,2
Brazil,34817420,1,2
Brazil,35224072,2,2
Brazil,36541022,3,2
Brazil,35396393,2,2
Brazil,36098268,1,2
Brazil,38180489,2,2
Brazil,33573737,1,2
Brazil,36210896,1,2
Brazil,36911278,2,2
Brazil,38521413,1,2
Brazil,33643614,1,2
Brazil,31793835,1,2
Brazil,36960663,1,2
Brazil,36322322,1,2
Brazil,37969300,1,2
Brazil,37136478,1,2
Brazil,36431345,2,2
Brazil,34315962,2,2
Brazil,37448573,1,2
Brazil,34658417,1,2
Brazil,37457554,1,2
Brazil,35672493,2,2
Brazil,36091613,1,2
Brazil,31465650,2,2
Brazil,24859844,1,2
Brazil,21819960,2,2
Brazil,21935924,2,2
Brazil,17190119,1,2
Brazil,24891374,1,2
Brazil,18589671,2,2
Brazil,18839635,1,2
Brazil,29742510,1,2
Brazil,25023730,1,2
Brazil,18790473,2,2
Brazil,17065109,1,2
Brazil,30314313,1,2
Brazil,17116152,2,2
Brazil,29962546,1,2
Brazil,29067086,1,2
Brazil,19406741,1,2
Brazil,16762129,2,2
Brazil,23492216,1,2
Brazil,22973674,2,2
Brazil,26424273,1,2
Brazil,11279914,1,2
Brazil,15337091,1,2
Brazil,14976785,1,2
Brazil,11910001,2,2
Brazil,13283797,2,2
Brazil,16540152,2,2
Brazil,11506682,1,2
Brazil,16195018,1,2
Brazil,16247525,1,2
Brazil,16020410,1,2
Brazil,11506521,1,2
Brazil,16142856,2,2
Brazil,16337878,1,2
Brazil,14360019,2,2
Brazil,11848755,1,2
Brazil,15710993,1,2
Brazil,9218353,1,2
Brazil,6679028,1,2
Brazil,9575270,2,2
Brazil,5446087,1,2
Brazil,3447283,2,2
Brazil,8867095,2,2
Brazil,4853490,1,2
Brazil,9684706,2,2
Brazil,8925716,1,2
Brazil,5431054,1,2
Brazil,9760208,1,2
Brazil,8958387,1,2
Brazil,5242117,1,2
Brazil,9975317,1,2
Brazil,8804038,2,2
Brazil,2216411,1,2
Brazil,10418000,1,2
Brazil,10578719,1,2
Brazil,8133747,1,2
Brazil,9511217,2,2
Brazil,1812662,1,2
Brazil,53969587,4,2
Caribbean Region LATAM,4709397,1,2
Caribbean Region LATAM,42468289,2,2
Caribbean Region LATAM,17541521,2,2
Caribbean Region LATAM,17541521,1,2
Caribbean Region LATAM,5352863,2,2
Caribbean Region LATAM,264285,2,2
Caribbean Region LATAM,19447797,2,2
Caribbean Region LATAM,54699287,2,2
Caribbean Region LATAM,22045460,1,2
Caribbean Region LATAM,1658402,2,2
Caribbean Region LATAM,21160589,1,2
Caribbean Region LATAM,6846132,1,2
Caribbean Region LATAM,33867680,1,2
Caribbean Region LATAM,50172569,1,2
Caribbean Region LATAM,16130004,1,2
Caribbean Region LATAM,8482489,2,2
Caribbean Region LATAM,8832576,1,2
Caribbean Region LATAM,52438561,1,2
Caribbean Region LATAM,11890045,2,2
Caribbean Region LATAM,14683308,1,2
Caribbean Region LATAM,37035275,2,2
Caribbean Region LATAM,11371823,2,2
Caribbean Region LATAM,20747873,1,2
Caribbean Region LATAM,3992951,2,2
Caribbean Region LATAM,37299946,1,2
Caribbean Region LATAM,10403651,3,2
Caribbean Region LATAM,61377526,1,2
Caribbean Region LATAM,52666668,1,2
Caribbean Region LATAM,1986330,2,2
Caribbean Region LATAM,59908516,2,2
Caribbean Region LATAM,28946525,2,2
Caribbean Region LATAM,277107,1,2
Caribbean Region LATAM,19421006,1,2
Caribbean Region LATAM,57238879,2,2
Caribbean Region LATAM,6516690,1,2
Caribbean Region LATAM,54250483,1,2
Caribbean Region LATAM,41871968,2,2
Caribbean Region LATAM,5022359,1,2
Caribbean Region LATAM,62401982,1,2
Caribbean Region LATAM,65033366,1,2
Caribbean Region LATAM,19260235,1,2
Central Region LATAM,3526412,2,2
Central Region LATAM,8259816,2,2
Central Region LATAM,14944501,1,2
Central Region LATAM,3679596,1,2
Central Region LATAM,49777306,2,2
Central Region LATAM,42109676,2,2
Central Region LATAM,14498244,1,2
Central Region LATAM,16686839,1,2
Central Region LATAM,23038867,1,2
Central Region LATAM,61549260,1,2
Central Region LATAM,22386292,1,2
Central Region LATAM,11979068,1,2
Central Region LATAM,18562075,1,2
Central Region LATAM,41483766,2,2
Central Region LATAM,16628412,2,2
Central Region LATAM,4336747,2,2
Central Region LATAM,13733060,2,2
Central Region LATAM,50822501,2,2
Central Region LATAM,31338404,2,2
Central Region LATAM,55496817,2,2
Central Region LATAM,55496817,1,2
Central Region LATAM,10267091,2,2
Central Region LATAM,12136290,2,2
Central Region LATAM,12212952,2,2
Central Region LATAM,14842397,2,2
Central Region LATAM,52673355,1,2
Central Region LATAM,49918719,2,2
Central Region LATAM,49735061,1,2
Central Region LATAM,53840199,2,2
Central Region LATAM,36098455,2,2
Central Region LATAM,47151315,2,2
Central Region LATAM,23965744,1,2
Central Region LATAM,5672675,2,2
Central Region LATAM,4912195,1,2
Central Region LATAM,12018720,2,2
